,country,year,sex,age,suicides_no,population,suicides_100k_pop,country_year,HDI_for_year,gdp_for_year,gdp_per_capital,generation,ISO_code,countries,ECONOMIC FREEDOM
3332,Belarus,2011,female,25-34 years,42,724263,5.8,Belarus2011,0.793,61757788945,6902,Millenials,BLR,Belarus,
3333,Belarus,2011,female,15-24 years,36,639397,5.63,Belarus2011,0.793,61757788945,6902,Millenials,BLR,Belarus,
3334,Belarus,2011,male,5-14 years,10,459834,2.17,Belarus2011,0.793,61757788945,6902,Generation Z,BLR,Belarus,
3335,Belarus,2011,female,5-14 years,1,435715,0.23,Belarus2011,0.793,61757788945,6902,Generation Z,BLR,Belarus,
3336,Belarus,2013,male,75+ years,125,169369,73.8,Belarus2013,0.796,75527984234,8477,Silent,BLR,Belarus,
3337,Belarus,2013,male,55-74 years,376,786132,47.83,Belarus2013,0.796,75527984234,8477,Boomers,BLR,Belarus,
3338,Belarus,2013,male,35-54 years,609,1316641,46.25,Belarus2013,0.796,75527984234,8477,Generation X,BLR,Belarus,
3339,Belarus,2013,male,25-34 years,308,759582,40.55,Belarus2013,0.796,75527984234,8477,Millenials,BLR,Belarus,
3340,Belarus,2013,male,15-24 years,145,609560,23.79,Belarus2013,0.796,75527984234,8477,Millenials,BLR,Belarus,
3341,Belarus,2013,female,75+ years,65,464748,13.99,Belarus2013,0.796,75527984234,8477,Silent,BLR,Belarus,
3342,Belarus,2013,female,35-54 years,111,1438609,7.72,Belarus2013,0.796,75527984234,8477,Generation X,BLR,Belarus,
3343,Belarus,2013,female,55-74 years,87,1130796,7.69,Belarus2013,0.796,75527984234,8477,Boomers,BLR,Belarus,
3344,Belarus,2013,female,25-34 years,45,739769,6.08,Belarus2013,0.796,75527984234,8477,Millenials,BLR,Belarus,
3345,Belarus,2013,female,15-24 years,25,576270,4.34,Belarus2013,0.796,75527984234,8477,Millenials,BLR,Belarus,
3346,Belarus,2013,male,5-14 years,5,471922,1.06,Belarus2013,0.796,75527984234,8477,Generation Z,BLR,Belarus,
3347,Belarus,2013,female,5-14 years,1,446842,0.22,Belarus2013,0.796,75527984234,8477,Generation Z,BLR,Belarus,
3348,Belarus,2014,male,75+ years,125,172445,72.49,Belarus2014,0.798,78813839984,8849,Silent,BLR,Belarus,
3349,Belarus,2014,male,35-54 years,572,1305009,43.83,Belarus2014,0.798,78813839984,8849,Generation X,BLR,Belarus,
3350,Belarus,2014,male,55-74 years,341,807337,42.24,Belarus2014,0.798,78813839984,8849,Boomers,BLR,Belarus,
3351,Belarus,2014,male,25-34 years,297,768569,38.64,Belarus2014,0.798,78813839984,8849,Millenials,BLR,Belarus,
3352,Belarus,2014,male,15-24 years,128,578690,22.12,Belarus2014,0.798,78813839984,8849,Millenials,BLR,Belarus,
3353,Belarus,2014,female,75+ years,53,475110,11.16,Belarus2014,0.798,78813839984,8849,Silent,BLR,Belarus,
3354,Belarus,2014,female,35-54 years,93,1421531,6.54,Belarus2014,0.798,78813839984,8849,Generation X,BLR,Belarus,
3355,Belarus,2014,female,55-74 years,68,1149649,5.91,Belarus2014,0.798,78813839984,8849,Boomers,BLR,Belarus,
3356,Belarus,2014,female,25-34 years,41,745490,5.5,Belarus2014,0.798,78813839984,8849,Millenials,BLR,Belarus,
3357,Belarus,2014,female,15-24 years,15,546952,2.74,Belarus2014,0.798,78813839984,8849,Millenials,BLR,Belarus,
3358,Belarus,2014,female,5-14 years,6,455300,1.32,Belarus2014,0.798,78813839984,8849,Generation Z,BLR,Belarus,
3359,Belarus,2014,male,5-14 years,2,480895,0.42,Belarus2014,0.798,78813839984,8849,Generation Z,BLR,Belarus,
3360,Belgium,1985,male,75+ years,214,210800,101.52,Belgium1985,0.774,86730038793,9356,G.I. Generation,BEL,Belgium,7.32
3361,Belgium,1985,male,55-74 years,449,876400,51.23,Belgium1985,0.774,86730038793,9356,G.I. Generation,BEL,Belgium,7.32
3362,Belgium,1985,male,35-54 years,493,1228000,40.15,Belgium1985,0.774,86730038793,9356,Silent,BEL,Belgium,7.32
3363,Belgium,1985,male,25-34 years,245,775300,31.6,Belgium1985,0.774,86730038793,9356,Boomers,BEL,Belgium,7.32
3364,Belgium,1985,female,75+ years,119,409900,29.03,Belgium1985,0.774,86730038793,9356,G.I. Generation,BEL,Belgium,7.32
3365,Belgium,1985,female,55-74 years,276,1029700,26.8,Belgium1985,0.774,86730038793,9356,G.I. Generation,BEL,Belgium,7.32
3366,Belgium,1985,female,35-54 years,252,1216200,20.72,Belgium1985,0.774,86730038793,9356,Silent,BEL,Belgium,7.32
3367,Belgium,1985,male,15-24 years,109,775300,14.06,Belgium1985,0.774,86730038793,9356,Generation X,BEL,Belgium,7.32
3368,Belgium,1985,female,25-34 years,78,744000,10.48,Belgium1985,0.774,86730038793,9356,Boomers,BEL,Belgium,7.32
3369,Belgium,1985,female,15-24 years,33,744100,4.43,Belgium1985,0.774,86730038793,9356,Generation X,BEL,Belgium,7.32
3370,Belgium,1985,male,5-14 years,12,644100,1.86,Belgium1985,0.774,86730038793,9356,Generation X,BEL,Belgium,7.32
3371,Belgium,1985,female,5-14 years,1,615800,0.16,Belgium1985,0.774,86730038793,9356,Generation X,BEL,Belgium,7.32
3372,Belgium,1986,male,75+ years,211,215400,97.96,Belgium1986,0.782,1.21E+11,12992,G.I. Generation,,,
3373,Belgium,1986,male,55-74 years,444,889900,49.89,Belgium1986,0.782,1.21E+11,12992,G.I. Generation,,,
3374,Belgium,1986,male,35-54 years,476,1237100,38.48,Belgium1986,0.782,1.21E+11,12992,Silent,,,
3375,Belgium,1986,male,25-34 years,236,786200,30.02,Belgium1986,0.782,1.21E+11,12992,Boomers,,,
3376,Belgium,1986,female,55-74 years,255,1039500,24.53,Belgium1986,0.782,1.21E+11,12992,G.I. Generation,,,
3377,Belgium,1986,female,75+ years,90,419600,21.45,Belgium1986,0.782,1.21E+11,12992,G.I. Generation,,,
3378,Belgium,1986,female,35-54 years,252,1221200,20.64,Belgium1986,0.782,1.21E+11,12992,Silent,,,
3379,Belgium,1986,male,15-24 years,118,760500,15.52,Belgium1986,0.782,1.21E+11,12992,Generation X,,,
3380,Belgium,1986,female,25-34 years,76,755700,10.06,Belgium1986,0.782,1.21E+11,12992,Boomers,,,
3381,Belgium,1986,female,15-24 years,40,729100,5.49,Belgium1986,0.782,1.21E+11,12992,Generation X,,,
3382,Belgium,1986,male,5-14 years,3,630300,0.48,Belgium1986,0.782,1.21E+11,12992,Generation X,,,
3383,Belgium,1986,female,5-14 years,1,602600,0.17,Belgium1986,0.782,1.21E+11,12992,Generation X,,,
3384,Belgium,1987,male,75+ years,222,214800,103.35,Belgium1987,0.788,1.5E+11,16165,G.I. Generation,,,
3385,Belgium,1987,male,55-74 years,433,893500,48.46,Belgium1987,0.788,1.5E+11,16165,G.I. Generation,,,
3386,Belgium,1987,male,35-54 years,483,1239800,38.96,Belgium1987,0.788,1.5E+11,16165,Silent,,,
3387,Belgium,1987,male,25-34 years,273,789200,34.59,Belgium1987,0.788,1.5E+11,16165,Boomers,,,
3388,Belgium,1987,female,75+ years,113,422000,26.78,Belgium1987,0.788,1.5E+11,16165,G.I. Generation,,,
3389,Belgium,1987,female,55-74 years,232,1040900,22.29,Belgium1987,0.788,1.5E+11,16165,G.I. Generation,,,
3390,Belgium,1987,female,35-54 years,215,1222000,17.59,Belgium1987,0.788,1.5E+11,16165,Silent,,,
3391,Belgium,1987,male,15-24 years,121,756300,16,Belgium1987,0.788,1.5E+11,16165,Generation X,,,
3392,Belgium,1987,female,25-34 years,100,759300,13.17,Belgium1987,0.788,1.5E+11,16165,Boomers,,,
3393,Belgium,1987,female,15-24 years,35,725700,4.82,Belgium1987,0.788,1.5E+11,16165,Generation X,,,
3394,Belgium,1987,male,5-14 years,11,628100,1.75,Belgium1987,0.788,1.5E+11,16165,Generation X,,,
3395,Belgium,1987,female,5-14 years,0,599700,0,Belgium1987,0.788,1.5E+11,16165,Generation X,,,
3396,Belgium,1988,male,75+ years,181,217000,83.41,Belgium1988,0.792,1.63E+11,17509,G.I. Generation,,,
3397,Belgium,1988,male,55-74 years,390,901500,43.26,Belgium1988,0.792,1.63E+11,17509,G.I. Generation,,,
3398,Belgium,1988,male,35-54 years,423,1251300,33.8,Belgium1988,0.792,1.63E+11,17509,Silent,,,
3399,Belgium,1988,male,25-34 years,238,796900,29.87,Belgium1988,0.792,1.63E+11,17509,Boomers,,,
3400,Belgium,1988,female,75+ years,104,429200,24.23,Belgium1988,0.792,1.63E+11,17509,G.I. Generation,,,
3401,Belgium,1988,female,55-74 years,211,1044800,20.2,Belgium1988,0.792,1.63E+11,17509,G.I. Generation,,,
3402,Belgium,1988,female,35-54 years,213,1229900,17.32,Belgium1988,0.792,1.63E+11,17509,Silent,,,
3403,Belgium,1988,male,15-24 years,113,745800,15.15,Belgium1988,0.792,1.63E+11,17509,Generation X,,,
3404,Belgium,1988,female,25-34 years,86,767800,11.2,Belgium1988,0.792,1.63E+11,17509,Boomers,,,
3405,Belgium,1988,female,15-24 years,28,715900,3.91,Belgium1988,0.792,1.63E+11,17509,Generation X,,,
3406,Belgium,1988,male,5-14 years,8,624200,1.28,Belgium1988,0.792,1.63E+11,17509,Generation X,,,
3407,Belgium,1988,female,5-14 years,1,595000,0.17,Belgium1988,0.792,1.63E+11,17509,Generation X,,,
3408,Belgium,1989,male,75+ years,220,220800,99.64,Belgium1989,0.798,1.65E+11,17659,G.I. Generation,,,
3409,Belgium,1989,male,55-74 years,351,908400,38.64,Belgium1989,0.798,1.65E+11,17659,G.I. Generation,,,
3410,Belgium,1989,male,35-54 years,422,1267600,33.29,Belgium1989,0.798,1.65E+11,17659,Silent,,,
3411,Belgium,1989,male,25-34 years,215,805000,26.71,Belgium1989,0.798,1.65E+11,17659,Boomers,,,
3412,Belgium,1989,female,75+ years,91,436800,20.83,Belgium1989,0.798,1.65E+11,17659,G.I. Generation,,,
3413,Belgium,1989,female,55-74 years,200,1048300,19.08,Belgium1989,0.798,1.65E+11,17659,G.I. Generation,,,
3414,Belgium,1989,male,15-24 years,126,730000,17.26,Belgium1989,0.798,1.65E+11,17659,Generation X,,,
3415,Belgium,1989,female,35-54 years,190,1243700,15.28,Belgium1989,0.798,1.65E+11,17659,Silent,,,
3416,Belgium,1989,female,25-34 years,72,776100,9.28,Belgium1989,0.798,1.65E+11,17659,Boomers,,,
3417,Belgium,1989,female,15-24 years,27,700100,3.86,Belgium1989,0.798,1.65E+11,17659,Generation X,,,
3418,Belgium,1989,male,5-14 years,4,620700,0.64,Belgium1989,0.798,1.65E+11,17659,Generation X,,,
3419,Belgium,1989,female,5-14 years,2,591700,0.34,Belgium1989,0.798,1.65E+11,17659,Generation X,,,
3420,Belgium,1990,male,75+ years,208,221900,93.74,Belgium1990,0.806,2.06E+11,22032,G.I. Generation,BEL,Belgium,7.56
3421,Belgium,1990,male,55-74 years,349,915100,38.14,Belgium1990,0.806,2.06E+11,22032,G.I. Generation,BEL,Belgium,7.56
3422,Belgium,1990,male,35-54 years,422,1285200,32.84,Belgium1990,0.806,2.06E+11,22032,Silent,BEL,Belgium,7.56
3423,Belgium,1990,male,25-34 years,213,811000,26.26,Belgium1990,0.806,2.06E+11,22032,Boomers,BEL,Belgium,7.56
3424,Belgium,1990,female,75+ years,95,439600,21.61,Belgium1990,0.806,2.06E+11,22032,G.I. Generation,BEL,Belgium,7.56
3425,Belgium,1990,female,55-74 years,193,1053000,18.33,Belgium1990,0.806,2.06E+11,22032,G.I. Generation,BEL,Belgium,7.56
3426,Belgium,1990,male,15-24 years,109,711900,15.31,Belgium1990,0.806,2.06E+11,22032,Generation X,BEL,Belgium,7.56
3427,Belgium,1990,female,35-54 years,186,1259200,14.77,Belgium1990,0.806,2.06E+11,22032,Silent,BEL,Belgium,7.56
3428,Belgium,1990,female,25-34 years,81,781400,10.37,Belgium1990,0.806,2.06E+11,22032,Boomers,BEL,Belgium,7.56
3429,Belgium,1990,female,15-24 years,37,682800,5.42,Belgium1990,0.806,2.06E+11,22032,Generation X,BEL,Belgium,7.56
3430,Belgium,1990,male,5-14 years,2,618600,0.32,Belgium1990,0.806,2.06E+11,22032,Generation X,BEL,Belgium,7.56
3431,Belgium,1990,female,5-14 years,0,590000,0,Belgium1990,0.806,2.06E+11,22032,Generation X,BEL,Belgium,7.56
3432,Belgium,1991,male,75+ years,205,219300,93.48,Belgium1991,0.81,2.12E+11,22523,G.I. Generation,,,
3433,Belgium,1991,male,55-74 years,310,925900,33.48,Belgium1991,0.81,2.12E+11,22523,Silent,,,
3434,Belgium,1991,male,35-54 years,424,1304700,32.5,Belgium1991,0.81,2.12E+11,22523,Boomers,,,
3435,Belgium,1991,male,25-34 years,235,813800,28.88,Belgium1991,0.81,2.12E+11,22523,Boomers,,,
3436,Belgium,1991,female,75+ years,76,436200,17.42,Belgium1991,0.81,2.12E+11,22523,G.I. Generation,,,
3437,Belgium,1991,female,55-74 years,172,1063800,16.17,Belgium1991,0.81,2.12E+11,22523,Silent,,,
3438,Belgium,1991,female,35-54 years,184,1277400,14.4,Belgium1991,0.81,2.12E+11,22523,Boomers,,,
3439,Belgium,1991,male,15-24 years,100,696300,14.36,Belgium1991,0.81,2.12E+11,22523,Generation X,,,
3440,Belgium,1991,female,25-34 years,71,783200,9.07,Belgium1991,0.81,2.12E+11,22523,Boomers,,,
3441,Belgium,1991,female,15-24 years,23,667900,3.44,Belgium1991,0.81,2.12E+11,22523,Generation X,,,
3442,Belgium,1991,male,5-14 years,4,618500,0.65,Belgium1991,0.81,2.12E+11,22523,Millenials,,,
3443,Belgium,1991,female,5-14 years,1,589600,0.17,Belgium1991,0.81,2.12E+11,22523,Millenials,,,
3444,Belgium,1992,male,75+ years,178,213800,83.26,Belgium1992,0.825,2.36E+11,25036,G.I. Generation,,,
3445,Belgium,1992,male,55-74 years,331,940200,35.21,Belgium1992,0.825,2.36E+11,25036,Silent,,,
3446,Belgium,1992,male,35-54 years,450,1325000,33.96,Belgium1992,0.825,2.36E+11,25036,Boomers,,,
3447,Belgium,1992,male,25-34 years,235,813500,28.89,Belgium1992,0.825,2.36E+11,25036,Boomers,,,
3448,Belgium,1992,female,75+ years,94,428600,21.93,Belgium1992,0.825,2.36E+11,25036,G.I. Generation,,,
3449,Belgium,1992,female,55-74 years,202,1079300,18.72,Belgium1992,0.825,2.36E+11,25036,Silent,,,
3450,Belgium,1992,male,15-24 years,114,683800,16.67,Belgium1992,0.825,2.36E+11,25036,Generation X,,,
3451,Belgium,1992,female,35-54 years,171,1296200,13.19,Belgium1992,0.825,2.36E+11,25036,Boomers,,,
3452,Belgium,1992,female,25-34 years,69,782500,8.82,Belgium1992,0.825,2.36E+11,25036,Boomers,,,
3453,Belgium,1992,female,15-24 years,29,656700,4.42,Belgium1992,0.825,2.36E+11,25036,Generation X,,,
3454,Belgium,1992,male,5-14 years,5,619100,0.81,Belgium1992,0.825,2.36E+11,25036,Millenials,,,
3455,Belgium,1992,female,5-14 years,0,589400,0,Belgium1992,0.825,2.36E+11,25036,Millenials,,,
3456,Belgium,1993,male,75+ years,196,206300,95.01,Belgium1993,0.839,2.26E+11,23875,G.I. Generation,,,
3457,Belgium,1993,male,35-54 years,573,1346000,42.57,Belgium1993,0.839,2.26E+11,23875,Boomers,,,
3458,Belgium,1993,male,55-74 years,365,956900,38.14,Belgium1993,0.839,2.26E+11,23875,Silent,,,
3459,Belgium,1993,male,25-34 years,276,810400,34.06,Belgium1993,0.839,2.26E+11,23875,Boomers,,,
3460,Belgium,1993,female,75+ years,94,419100,22.43,Belgium1993,0.839,2.26E+11,23875,G.I. Generation,,,
3461,Belgium,1993,male,15-24 years,138,674100,20.47,Belgium1993,0.839,2.26E+11,23875,Generation X,,,
3462,Belgium,1993,female,55-74 years,192,1097600,17.49,Belgium1993,0.839,2.26E+11,23875,Silent,,,
3463,Belgium,1993,female,35-54 years,196,1315100,14.9,Belgium1993,0.839,2.26E+11,23875,Boomers,,,
3464,Belgium,1993,female,25-34 years,74,779500,9.49,Belgium1993,0.839,2.26E+11,23875,Boomers,,,
3465,Belgium,1993,female,15-24 years,33,648400,5.09,Belgium1993,0.839,2.26E+11,23875,Generation X,,,
3466,Belgium,1993,male,5-14 years,4,619900,0.65,Belgium1993,0.839,2.26E+11,23875,Millenials,,,
3467,Belgium,1993,female,5-14 years,1,589600,0.17,Belgium1993,0.839,2.26E+11,23875,Millenials,,,
3468,Belgium,1994,male,75+ years,200,204800,97.66,Belgium1994,0.845,2.46E+11,25922,G.I. Generation,,,
3469,Belgium,1994,male,35-54 years,538,1367300,39.35,Belgium1994,0.845,2.46E+11,25922,Boomers,,,
3470,Belgium,1994,male,55-74 years,378,968900,39.01,Belgium1994,0.845,2.46E+11,25922,Silent,,,
3471,Belgium,1994,male,25-34 years,266,804200,33.08,Belgium1994,0.845,2.46E+11,25922,Boomers,,,
3472,Belgium,1994,male,15-24 years,151,665700,22.68,Belgium1994,0.845,2.46E+11,25922,Generation X,,,
3473,Belgium,1994,female,75+ years,82,414900,19.76,Belgium1994,0.845,2.46E+11,25922,G.I. Generation,,,
3474,Belgium,1994,female,55-74 years,185,1110600,16.66,Belgium1994,0.845,2.46E+11,25922,Silent,,,
3475,Belgium,1994,female,35-54 years,213,1334900,15.96,Belgium1994,0.845,2.46E+11,25922,Boomers,,,
3476,Belgium,1994,female,25-34 years,83,774100,10.72,Belgium1994,0.845,2.46E+11,25922,Boomers,,,
3477,Belgium,1994,female,15-24 years,24,641000,3.74,Belgium1994,0.845,2.46E+11,25922,Generation X,,,
3478,Belgium,1994,male,5-14 years,10,620600,1.61,Belgium1994,0.845,2.46E+11,25922,Millenials,,,
3479,Belgium,1994,female,5-14 years,1,590400,0.17,Belgium1994,0.845,2.46E+11,25922,Millenials,,,
3480,Belgium,1995,male,75+ years,169,211300,79.98,Belgium1995,0.851,2.9E+11,30394,G.I. Generation,BEL,Belgium,7.32
3481,Belgium,1995,male,35-54 years,593,1390200,42.66,Belgium1995,0.851,2.9E+11,30394,Boomers,BEL,Belgium,7.32
3482,Belgium,1995,male,55-74 years,392,969500,40.43,Belgium1995,0.851,2.9E+11,30394,Silent,BEL,Belgium,7.32
3483,Belgium,1995,male,25-34 years,244,795600,30.67,Belgium1995,0.851,2.9E+11,30394,Generation X,BEL,Belgium,7.32
3484,Belgium,1995,male,15-24 years,142,657100,21.61,Belgium1995,0.851,2.9E+11,30394,Generation X,BEL,Belgium,7.32
3485,Belgium,1995,female,75+ years,84,422900,19.86,Belgium1995,0.851,2.9E+11,30394,G.I. Generation,BEL,Belgium,7.32
3486,Belgium,1995,female,55-74 years,185,1108700,16.69,Belgium1995,0.851,2.9E+11,30394,Silent,BEL,Belgium,7.32
3487,Belgium,1995,female,35-54 years,222,1357900,16.35,Belgium1995,0.851,2.9E+11,30394,Boomers,BEL,Belgium,7.32
3488,Belgium,1995,female,25-34 years,72,767500,9.38,Belgium1995,0.851,2.9E+11,30394,Generation X,BEL,Belgium,7.32
3489,Belgium,1995,female,15-24 years,39,634100,6.15,Belgium1995,0.851,2.9E+11,30394,Generation X,BEL,Belgium,7.32
3490,Belgium,1995,male,5-14 years,10,621100,1.61,Belgium1995,0.851,2.9E+11,30394,Millenials,BEL,Belgium,7.32
3491,Belgium,1995,female,5-14 years,3,591200,0.51,Belgium1995,0.851,2.9E+11,30394,Millenials,BEL,Belgium,7.32
3492,Belgium,1996,male,75+ years,173,221792,78,Belgium1996,0.857,2.81E+11,29438,G.I. Generation,,,
3493,Belgium,1996,male,35-54 years,551,1417838,38.86,Belgium1996,0.857,2.81E+11,29438,Boomers,,,
3494,Belgium,1996,male,55-74 years,352,961063,36.63,Belgium1996,0.857,2.81E+11,29438,Silent,,,
3495,Belgium,1996,male,25-34 years,239,786754,30.38,Belgium1996,0.857,2.81E+11,29438,Generation X,,,
3496,Belgium,1996,male,15-24 years,140,649022,21.57,Belgium1996,0.857,2.81E+11,29438,Generation X,,,
3497,Belgium,1996,female,75+ years,68,436450,15.58,Belgium1996,0.857,2.81E+11,29438,G.I. Generation,,,
3498,Belgium,1996,female,35-54 years,215,1386275,15.51,Belgium1996,0.857,2.81E+11,29438,Boomers,,,
3499,Belgium,1996,female,55-74 years,157,1095398,14.33,Belgium1996,0.857,2.81E+11,29438,Silent,,,
3500,Belgium,1996,female,25-34 years,77,760530,10.12,Belgium1996,0.857,2.81E+11,29438,Generation X,,,
3501,Belgium,1996,female,15-24 years,36,627412,5.74,Belgium1996,0.857,2.81E+11,29438,Generation X,,,
3502,Belgium,1996,male,5-14 years,3,622534,0.48,Belgium1996,0.857,2.81E+11,29438,Millenials,,,
3503,Belgium,1996,female,5-14 years,2,592477,0.34,Belgium1996,0.857,2.81E+11,29438,Millenials,,,
3504,Belgium,1997,male,75+ years,197,226961,86.8,Belgium1997,0.862,2.55E+11,26609,G.I. Generation,,,
3505,Belgium,1997,male,35-54 years,608,1433650,42.41,Belgium1997,0.862,2.55E+11,26609,Boomers,,,
3506,Belgium,1997,male,55-74 years,343,955659,35.89,Belgium1997,0.862,2.55E+11,26609,Silent,,,
3507,Belgium,1997,male,25-34 years,273,782814,34.87,Belgium1997,0.862,2.55E+11,26609,Generation X,,,
3508,Belgium,1997,male,15-24 years,124,645571,19.21,Belgium1997,0.862,2.55E+11,26609,Generation X,,,
3509,Belgium,1997,female,35-54 years,238,1402471,16.97,Belgium1997,0.862,2.55E+11,26609,Boomers,,,
3510,Belgium,1997,female,55-74 years,173,1087545,15.91,Belgium1997,0.862,2.55E+11,26609,Silent,,,
3511,Belgium,1997,female,75+ years,69,443094,15.57,Belgium1997,0.862,2.55E+11,26609,G.I. Generation,,,
3512,Belgium,1997,female,25-34 years,81,757131,10.7,Belgium1997,0.862,2.55E+11,26609,Generation X,,,
3513,Belgium,1997,female,15-24 years,34,624118,5.45,Belgium1997,0.862,2.55E+11,26609,Generation X,,,
3514,Belgium,1997,male,5-14 years,6,623586,0.96,Belgium1997,0.862,2.55E+11,26609,Millenials,,,
3515,Belgium,1997,female,5-14 years,0,593623,0,Belgium1997,0.862,2.55E+11,26609,Millenials,,,
3516,Belgium,1998,male,75+ years,185,241792,76.51,Belgium1998,0.866,2.61E+11,27087,G.I. Generation,,,
3517,Belgium,1998,male,35-54 years,571,1471297,38.81,Belgium1998,0.866,2.61E+11,27087,Boomers,,,
3518,Belgium,1998,male,55-74 years,329,949378,34.65,Belgium1998,0.866,2.61E+11,27087,Silent,,,
3519,Belgium,1998,male,25-34 years,236,764850,30.86,Belgium1998,0.866,2.61E+11,27087,Generation X,,,
3520,Belgium,1998,male,15-24 years,136,636467,21.37,Belgium1998,0.866,2.61E+11,27087,Generation X,,,
3521,Belgium,1998,female,75+ years,86,461159,18.65,Belgium1998,0.866,2.61E+11,27087,G.I. Generation,,,
3522,Belgium,1998,female,35-54 years,228,1440638,15.83,Belgium1998,0.866,2.61E+11,27087,Boomers,,,
3523,Belgium,1998,female,55-74 years,154,1073492,14.35,Belgium1998,0.866,2.61E+11,27087,Silent,,,
3524,Belgium,1998,female,25-34 years,56,741822,7.55,Belgium1998,0.866,2.61E+11,27087,Generation X,,,
3525,Belgium,1998,female,15-24 years,31,615839,5.03,Belgium1998,0.866,2.61E+11,27087,Generation X,,,
3526,Belgium,1998,male,5-14 years,5,626794,0.8,Belgium1998,0.866,2.61E+11,27087,Millenials,,,
3527,Belgium,1998,female,5-14 years,2,597469,0.33,Belgium1998,0.866,2.61E+11,27087,Millenials,,,
